
MMA Show #89,Rafael Lovato Jr.,29-Jan-20
MMA Show #88,Frankie Edgar,28-Jan-20
MMA Show #87,Kamaru Usman,28-Jan-20
MMA Show #86,Josh Thomson,24-Jan-20
#1418,Don Gavin,23-Jan-20
#1417,Kevin Ross,22-Jan-20
#1416,Rob Kearney,21-Jan-20
#1415,Bari Weiss,21-Jan-20
#1414,Mike Baker,18-Jan-20
#1413,Bill Maher,17-Jan-20
#1412,Jimmy Dore,16-Jan-20
#1411,Robert Downey Jr.,15-Jan-20
#1410,Ash Dykes,14-Jan-20
#1409,Joey Diaz,14-Jan-20
Fight Companion,"Eddie Bravo, Brendan Schaub, Bryan Callen",9-Jan-20
#1408,Ed Calderon,8-Jan-20
#1407,Michael Malice,7-Jan-20
#1406,Brian Redban,7-Jan-20
#1405,"Bert Kreischer, Tom Segura, Ari Shaffir",24-Dec-19
#1404,Bryan Callen,21-Dec-19
#1403,Forrest Galante,19-Dec-19
MMA Show #85,Max Holloway,18-Dec-19
#1402,Boyan Slat,17-Dec-19
#1401,Iliza Shlesinger,17-Dec-19
#1400,Tony Hinchcliffe,13-Dec-19
#1399,Pavel Tsatsouline,12-Dec-19
#1398,Lil Duval,11-Dec-19
#1397,S.C. Gwynne,10-Dec-19
#1396,Michelle Wolf,10-Dec-19
#1395,Glenn Villeneuve,7-Dec-19
#1394,Matt Farah,6-Dec-19
#1393,"James Wilks, Chris Kresser",5-Dec-19
MMA Show #84,Brendan Schaub,4-Dec-19
#1392,Zach Bitter,3-Dec-19
MMA Show #83,Firas Zahabi,27-Nov-19
#1391,"Tulsi Gabbard, Jocko Willink",26-Nov-19
#1390,Tim Dillon,22-Nov-19
#1389,Chris Kresser,21-Nov-19
#1388,Louie Psihoyos,20-Nov-19
#1387,Josh Homme,19-Nov-19
#1386,Matt Taibbi,16-Nov-19
#1385,Paul Stamets,15-Nov-19
#1384,Ari Shaffir,14-Nov-19
#1383,Malcolm Gladwell,13-Nov-19
#1382,"RZA, Donnell Rawlings",13-Nov-19
#1381,Donnell Rawlings,12-Nov-19
MMA Show #82,Israel Adesanya,12-Nov-19
#1380,Pete Dominick,8-Nov-19
#1379,Ben Westhoff,7-Nov-19
#1378,Greg Fitzsimmons,6-Nov-19
#1377,Rick Baker,6-Nov-19
#1376,Artie Lange,5-Nov-19
#1375,Edward Norton,31-Oct-19
#1374,Justin Wren,31-Oct-19
#1373,Kyle Kulinski,30-Oct-19
#1372,Kevin Smith,30-Oct-19
#1371,Andrew Santino,29-Oct-19
MMA Show #81,Dave Leduc,29-Oct-19
#1370,Brian Grazer,24-Oct-19
#1369,Christopher Ryan,24-Oct-19
#1368,Edward Snowden,23-Oct-19
#1367,Bridget Phetasy,23-Oct-19
#1366,Richard Dawkins,22-Oct-19
#1365,Cameron Hanes,10-Oct-19
#1364,Brian Redban,10-Oct-19
#1363,Dakota Meyer,9-Oct-19
MMA Show #80,Evander Holyfield,8-Oct-19
#1362,Lenny Clarke,8-Oct-19
#1361,"Cmdr. David Fravor, Jeremy Corbell",5-Oct-19
#1360,Nikki Glaser,4-Oct-19
#1359,Roseanne Barr,3-Oct-19
#1358,"Bert Kreischer, Tom Segura, Ari Shaffir",2-Oct-19
#1357,Ari Shaffir,2-Oct-19
#1356,"Sturgill Simpson, His Band",1-Oct-19
#1355,Mark Normand,21-Sep-19
#1354,"The Black Keys: Dan Auerbach, Patrick Carney",20-Sep-19
MMA Show #79,"Vinny Shoreman, Liam Harrison",19-Sep-19
#1353,Rob Zombie,17-Sep-19
#1352,Sean Carroll,17-Sep-19
#1351,Dan Akroyd,13-Sep-19
#1350,Nick Bostrom,12-Sep-19
#1349,David Sinclair,11-Sep-19
#1348,Bill Burr,10-Sep-19
Fight Companion,"Eddie Bravo, Brendan Schaub, Bryan Callen",7-Sep-19
#1347,Neil deGrasse Tyson,6-Sep-19
#1346,Zuby,6-Sep-19
#1345,Steve Aoki,5-Sep-19
#1344,Joseph LeDoux,5-Sep-19
MMA Show #78,Andre Ward,4-Sep-19
#1343,Penn Jillette,30-Aug-19
#1342,John Carmack,29-Aug-19
#1341,Steven Rinella,27-Aug-19
MMA Show #77,Cedric Doumbe,27-Aug-19
#1340,John Nores,27-Aug-19
#1339,Everlast,22-Aug-19
#1338,Roy Wood Jr.,22-Aug-19
#1337,Dan Crenshaw,21-Aug-19
MMA Show #76,Terence Crawford,20-Aug-19
#1336,"Legion of Skanks - Big Jay Oakerson, Luis J. Gomez, Dave Smith",19-Aug-19
MMA Show #75,Dan Hardy,16-Aug-19
#1335,Jim Gaffigan,14-Aug-19
#1334,Fahim Anwar,14-Aug-19
#1333,Tom Papa,13-Aug-19
MMA Show #74,Brendan Schaub,8-Aug-19
#1332,Annie Lederman,8-Aug-19
#1331,Alonzo Bodden,7-Aug-19
#1330,Bernie Sanders,6-Aug-19
MMA Show #73,Jean Jacques Machado,6-Aug-19
#1329,Brian Moses,2-Aug-19
MMA Show #72,Andy Ruiz,1-Aug-19
#1328,Whitney Cummings,31-Jul-19
#1327,Mike Baker,31-Jul-19
#1326,Maynard James Keenan,30-Jul-19
MMA Show #71,Rico Verhoeven,25-Jul-19
#1325,Dr. Cornel West,24-Jul-19
MMA Show #70,Aljamain Sterling,12-Jul-19
#1324,Ian Edwards,12-Jul-19
#1323,Andy Ngo,11-Jul-19
#1322,Reggie Watts,10-Jul-19
#1321,Robert Oberst,9-Jul-19
#1320,Eric Weinstein,4-Jul-19
MMA Show #69,Yves Edwards,3-Jul-19
#1319,Joey Diaz,2-Jul-19
#1318,Hotep Jesus,27-Jun-19
#1317,Andrew Santino,26-Jun-19
#1316,Abby Martin,26-Jun-19
MMA Show #68,Will Harris,25-Jun-19
Podcast On A Plane,John Dudley,21-Jun-19
#1315,"Bob Lazar, Jeremy Corbell",21-Jun-19
#1314,"Charlamagne tha God, Andrew Schulz",20-Jun-19
#1313,Duncan Trussell,19-Jun-19
#1312,Ms. Pat,19-Jun-19
MMA Show #67,Kevin Lee,6-Jun-19
#1311,David Pakman,6-Jun-19
#1310,"Bert Kreischer, Tom Segura, Ari Shaffir",5-Jun-19
#1309,Naval Ravikant,5-Jun-19
#1308,Eddie Bravo,4-Jun-19
#1307,Greg Fitzsimmons,1-Jun-19
#1306,Wiz Khalifa,31-May-19
#1305,"JD Witherspoon, John Witherspoon",30-May-19
MMA Show #66,Michelle Waterson,29-May-19
#1304,Brendan Schaub,24-May-19
#1303,Tommy Chong,23-May-19
#1302,Ed Calderon,23-May-19
#1301,Laird Hamilton,22-May-19
#1300,Michael Malice,21-May-19
#1299,Annie Jacobsen,17-May-19
#1298,Neal Brennan,16-May-19
#1297,Phil Demers,16-May-19
#1296,Joe List,14-May-19
#1295,Tulsi Gabbard,14-May-19
#1294,Jamie Metzl,10-May-19
#1293,Andrew Santino,9-May-19
#1292,Lex Fridman,8-May-19
#1291,C.T. Fletcher,7-May-19
#1290,Bryan Callen,4-May-19
#1289,Eddie Izzard,3-May-19
#1288,Jon Reep,2-May-19
#1287,Rich Benoit,1-May-19
#1286,Anthony Jeselnik,30-Apr-19
MMA Show #65,Corey Anderson,27-Apr-19
MMA Show #64,Khalil Rountree Jr.,26-Apr-19
#1285,B-Real,24-Apr-19
#1284,Graham Hancock,23-Apr-19
#1283,Russell Brand,20-Apr-19
#1282,Adam Conover,17-Apr-19
MMA Show #63,Jorge Masvidal,17-Apr-19
MMA Show #62,Brendan Schaub,16-Apr-19
#1281,Tom Papa,16-Apr-19
MMA Show #61,Herb Dean,10-Apr-19
#1280,Michael Yo,9-Apr-19
#1279,Jessimae Peluso,8-Apr-19
#1278,Kevin Hart,6-Apr-19
#1277,Gabrielle Reece,3-Apr-19
#1276,Ben Shapiro,3-Apr-19
MMA Show #60,"Forrest Griffin, Clint Wattenberg, Dr. Duncan French",3-Apr-19
#1275,Luis J. Gomez,3-Apr-19
#1274,Nicholas Christakis,28-Mar-19
#1273,Ron Funches,27-Mar-19
#1272,Lindsey Fitzharris,27-Mar-19
#1271,Billy Corben,26-Mar-19
#1270,Lenny Clarke,26-Mar-19
#1269,Bryan Callen,21-Mar-19
#1268,Ron White,20-Mar-19
#1267,"Gary Taubes, Stephan Guyenet",20-Mar-19
MMA Show #59,Kamaru Usman,19-Mar-19
#1266,Ben Anderson,19-Mar-19
#1265,Andrew Schulz,14-Mar-19
#1264,Timothy Denevi,13-Mar-19
#1263,Renée DiResta,13-Mar-19
#1262,Pat McNamara,13-Mar-19
#1261,Peter Hotez,12-Mar-19
#1260,"Lennox Lewis, Russell Peters",8-Mar-19
#1259,David Wallace-Wells,7-Mar-19
#1258,"Jack Dorsey, Vijaya Gadde, Tim Pool",6-Mar-19
MMA Show #58,Brendan Schaub,5-Mar-19
#1257,Steve Sweeney,5-Mar-19
#1256,David Lee Roth,1-Mar-19
#1255,Alex Jones Returns!,28-Feb-19
#1254,Dr. Phil,27-Feb-19
#1253,Ioan Grillo,27-Feb-19
#1252,"Dave Foley, Paul Greenberg",26-Feb-19
#1251,Tim Dillon,22-Feb-19
#1250,Johann Hari,20-Feb-19
#1249,Donnell Rawlings,20-Feb-19
#1248,Bill Ottman,20-Feb-19
#1247,Andy Stumpf,19-Feb-19
Fight Companion,"Eddie Bravo, Brendan Schaub, Bryan Callen",17-Feb-19
#1246,"Alex Berenson, Dr. Michael Hart",13-Feb-19
#1245,Andrew Yang,12-Feb-19
#1244,Colin O’Brady,12-Feb-19
#1243,Rafinha Bastos,12-Feb-19
#1242,Tim Pool,9-Feb-19
#1241,Sam Harris,8-Feb-19
#1240,Forrest Galante,6-Feb-19
#1239,Travis Barker,6-Feb-19
#1238,Brian Redban,5-Feb-19
#1237,Sebastian Maniscalco,5-Feb-19
#1236,Jack Dorsey,2-Feb-19
MMA Show #57,TJ Dillashaw,31-Jan-19
#1235,Ben Greenfield,30-Jan-19
#1234,David Sinclair,29-Jan-19
#1233,Brian Cox,28-Jan-19
Fight Companion,"Eddie Bravo, Brendan Schaub, Bryan Callen",26-Jan-19
#1232,Nick DiPaolo,25-Jan-19
#1231,Matt Braunger,25-Jan-19
#1230,Killer Mike,24-Jan-19
#1229,Richard Rawlings,23-Jan-19
#1228,Bari Weiss,22-Jan-19
#1227,Mike Tyson,17-Jan-19
#1226,Mike Baker,17-Jan-19
MMA Show #56,Brendan Schaub,17-Jan-19
#1225,Theo Von,16-Jan-19
#1224,Adam Greentree,15-Jan-19
#1223,Greg Fitzsimmons,12-Jan-19
#1222,Michael Shermer,11-Jan-19
MMA Show #55,Kelly Pavlik,10-Jan-19
MMA Show #54,Din Thomas,8-Jan-19
#1221,Jonathan Haidt,7-Jan-19
MMA Show #53,Jeff Novitzky,27-Dec-18
#1220,Joey Diaz,24-Dec-18
#1219,Bill Burr,20-Dec-18
#1218,Gad Saad,20-Dec-18
#1217,Nimesh Patel,20-Dec-18
#1216,Sir Roger Penrose,18-Dec-18
#1215,Ben O’Brien,18-Dec-18
#1214,Lawrence Lessig,13-Dec-18
#1213,Dr. Andrew Weil,12-Dec-18
MMA Show #52,Michael Bisping,11-Dec-18
MMA Show #51,Deontay Wilder,11-Dec-18
#1212,David Goggins,6-Dec-18
MMA Show #50,Yves Edwards,6-Dec-18
#1211,Dr. Ben Goertzel,5-Dec-18
#1210,Tom Papa,4-Dec-18
#1209,Anthony Cumia,1-Dec-18
#1208,Jordan Peterson,30-Nov-18
MMA Show #49,Miriam Nakamoto,29-Nov-18
#1207,"Jeff Ross, Dave Attell",28-Nov-18
Fight Companion,"Eddie Bravo, Brendan Schaub, Bryan Callen",24-Nov-18
#1206,"Mike Ward, Pantelis",22-Nov-18
#1205,"Jake ""The Snake"" Roberts, Tony Hinchcliffe",21-Nov-18
#1204,Steven Rinella,16-Nov-18
#1203,Eric Weinstein,16-Nov-18
#1202,"Fred Morin, David McMillan",15-Nov-18
#1201,William von Hippel,14-Nov-18
#1200,Ross Edgley,13-Nov-18
#1199,"Tom Segura, Sean Anders",13-Nov-18
Fight Companion,"Eddie Bravo, Brendan Schaub",10-Nov-18
#1198,Derren Brown,9-Nov-18
#1197,Michael Malice,8-Nov-18
#1196,Dale Earnhardt Jr.,7-Nov-18
#1195,Christina Pazsitzky,7-Nov-18
#1194,"Ari Shaffir, Bert Kreischer, Tom Segura",6-Nov-18
#1193,Shane Dorian,6-Nov-18
#1192,Tony Hinchcliffe,1-Nov-18
MMA Show #48,"Henry Cejudo, Eric Albarracin",31-Oct-18
#1191,"Peter Boghossian, James Lindsay",31-Oct-18
#1190,Joey Diaz,29-Oct-18
MMA Show #47,Tyson Fury,26-Oct-18
#1189,Alex Honnold,26-Oct-18
#1188,Lex Fridman,25-Oct-18
#1187,Kyle Kulinski,24-Oct-18
#1186,Marques Brownlee,23-Oct-18
#1185,Kelly Slater,23-Oct-18
MMA Show #46,Ari Shaffir,22-Oct-18
MMA Show #45,"Justin Wren, Rafael Lovato Jr.",15-Oct-18
#1184,Roseanne Barr,11-Oct-18
#1183,Andrew Santino,11-Oct-18
#1182,Nick Kroll,9-Oct-18
MMA Show #44,"John Kavanagh, George Lockhart",8-Oct-18
#1181,John Dudley,8-Oct-18
#1180,Everlast,4-Oct-18
#1179,Nikki Glaser,4-Oct-18
#1178,Dr. Rhonda Patrick,2-Oct-18
MMA Show #43,Brendan Schaub,2-Oct-18
#1177,"Bert Kreischer, Tom Segura",1-Oct-18
#1176,"Dom D’Agostino, Dr. Layne Norton",28-Sep-18
#1175,"Chris Kresser, Dr. Joel Kahn",28-Sep-18
#1174,Vinnie Paz,26-Sep-18
#1173,Geoffrey Miller,25-Sep-18
MMA Show #42,Teddy Atlas,24-Sep-18
#1172,Morgan Fallon,13-Sep-18
MMA Show #41,"TJ Dillashaw, Duane Ludwig",13-Sep-18
#1171,Nick Yarris,11-Sep-18
#1170,Tulsi Gabbard,11-Sep-18
#1169,Elon Musk,7-Sep-18
MMA Show #40,Eddie Bravo,6-Sep-18
#1168,Mareko Maumasi,6-Sep-18
#1167,Larry Sharpe,6-Sep-18
#1166,Diamond Dallas Page,4-Sep-18
#1165,Tom Papa,1-Sep-18
#1164,Mikhaila Peterson,30-Aug-18
MMA Show #39,Donald Cerrone,30-Aug-18
#1163,Banachek,28-Aug-18
#1162,Valentine Thomas,27-Aug-18
#1161,"Jerrod Carmichael, Jamar Neighbors",23-Aug-18
#1160,Bert Kreischer,23-Aug-18
#1159,Neil deGrasse Tyson,23-Aug-18
#1158,Chuck Palahniuk,23-Aug-18
#1157,Shooter Jennings,21-Aug-18
#1156,Jimmy Dore,10-Aug-18
#1155,Henry Rollins,10-Aug-18
#1154,"Doug Duren, Bryan Richards",8-Aug-18
#1153,Macaulay Culkin,7-Aug-18
MMA Show #38,"Gaston Bolanos, Kirian Fitzgibbons",6-Aug-18
MMA Show #37,Mark DellaGrotte,3-Aug-18
#1152,John Joseph,2-Aug-18
#1151,Sean Carroll,1-Aug-18
#1150,Felipe Esparza,1-Aug-18
#1149,Michael Scott Moore,30-Jul-18
#1148,Andrew Santino,28-Jul-18
#1147,Debra Soh,26-Jul-18
MMA Show #36,"Brendan Schaub, Bryan Callen",26-Jul-18
#1146,Jeff Garlin,26-Jul-18
#1145,Peter Schiff,17-Jul-18
#1144,Doug Stanhope,16-Jul-18
#1143,Candice Thompson,12-Jul-18
MMA Show #35,Israel Adesanya,11-Jul-18
#1142,Tony Rock,11-Jul-18
MMA Show #34,Josh Barnett,9-Jul-18
#1141,Theo Von,6-Jul-18
#1140,Joey Diaz,4-Jul-18
MMA Show #33,Brendan Schaub,4-Jul-18
#1139,Jordan Peterson,2-Jul-18
#1138,Ted Nugent,28-Jun-18
#1137,Duncan Trussell,28-Jun-18
#1136,Hamilton Morris,26-Jun-18
#1135,Ari Shaffir,25-Jun-18
#1134,Kyle Dunnigan,22-Jun-18
#1133,Dennis McKenna,22-Jun-18
MMA Show #32,Firas Zahabi,19-Jun-18
#1132,Kyle Kingsbury,18-Jun-18
#1131,Dave Rubin,13-Jun-18
MMA Show #31,"Daniel Straus, Joe Schilling",13-Jun-18
#1130,Adam Frank,13-Jun-18
#1129,Tom Papa,11-Jun-18
#1128,Ryan Sickler,6-Jun-18
MMA Show #30,"Sean O’Malley, Tim Welch",6-Jun-18
#1127,Jesse Itzler,6-Jun-18
#1126,Erik Griffin,4-Jun-18
#1125,Candace Owens,1-Jun-18
#1124,Robert Schoch,31-May-18
#1123,Kevin Smith,31-May-18
#1122,Donnie Vincent,29-May-18
MMA Show #29,Cat Zingano,28-May-18
Fight Companion,"Eddie Bravo, Brendan Schaub",27-May-18
#1121,Michael Pollan,24-May-18
MMA Show #28,Georges St-Pierre,23-May-18
#1120,Ben Greenfield,22-May-18
MMA Show #27,Robin Black,22-May-18
#1119,Howard Bloom,21-May-18
#1118,Theo Von,18-May-18
#1117,Tim Kennedy,17-May-18
#1116,Steven Tyler,17-May-18
MMA Show #26,Big John McCarthy,17-May-18
#1115,Mike Baker,9-May-18
#1114,Matt Taibbi,9-May-18
#1113,Brian Redban,9-May-18
MMA Show #25,Michael Chandler,7-May-18
#1112,Cameron Hanes,5-May-18
Fight Companion,"Eddie Bravo, Brendan Schaub",28-Apr-18
#1111,Abby Martin,27-Apr-18
#1110,Zach Bitter,27-Apr-18
#1109,Matthew Walker,25-Apr-18
#1108,Peter Attia,24-Apr-18
MMA Show #24,Kevin Lee,23-Apr-18
#1107,"Sam Harris, Maajid Nawaz",19-Apr-18
#1106,Colion Noir,19-Apr-18
#1105,Michael Hunter,17-Apr-18
MMA Show #23,Alexander Gustafsson,16-Apr-18
#1104,Boyan Slat,16-Apr-18
#1103,Tom Segura,13-Apr-18
#1102,Matt Farah,11-Apr-18
MMA Show #22,Bas Rutten,10-Apr-18
#1101,"Chris Bell, Mark Bell",10-Apr-18
#1100,Liz Phair,4-Apr-18
MMA Show #21,Brendan Schaub,4-Apr-18
#1099,Christopher Ryan,3-Apr-18
#1098,Eddie Bravo,2-Apr-18
MMA Show #20,Yves Edwards,29-Mar-18
#1097,"Legion of Skanks - Big Jay Oakerson, Luis J. Gomez, Dave Smith",28-Mar-18
#1096,Todd Glass,27-Mar-18
#1095,"T.J. English, Joey Diaz",26-Mar-18
MMA Show #19,"Vinny Shoreman, Liam Harrison",22-Mar-18
MMA Show #18,Pat Miletich,21-Mar-18
#1094,Brian Redban,20-Mar-18
#1093,"Owen Benjamin, Kurt Metzger",19-Mar-18
#1092,Mary Lynn Rajskub,15-Mar-18
#1091,Daniele Bolelli,14-Mar-18
#1090,Andrew Santino,13-Mar-18
MMA Show #17,"Yoel Romero, Joey Diaz",12-Mar-18
#1089,John Dudley,8-Mar-18
#1088,Bryan Callen,7-Mar-18
MMA Show #16,Brendan Schaub,7-Mar-18
#1087,Sturgill Simpson,5-Mar-18
#1086,Rory Albanese,1-Mar-18
#1085,Kyle Kulinski,28-Feb-18
#1084,Douglas Murray,26-Feb-18
#1083,Dom Irrera,23-Feb-18
#1082,Greg Fitzsimmons,22-Feb-18
#1081,"Bret Weinstein, Heather Heying",20-Feb-18
#1080,David Goggins,19-Feb-18
#1079,Tony Hinchcliffe,15-Feb-18
MMA Show #15,Brendan Schaub,14-Feb-18
#1078,Jimmy Dore,14-Feb-18
#1077,Johann Hari,12-Feb-18
#1076,Phil Demers,9-Feb-18
#1075,Duncan Trussell,8-Feb-18
MMA Show #14,Matt Brown,8-Feb-18
#1074,Cameron Hanes,6-Feb-18
#1073,Steven Pinker,4-Feb-18
#1072,Joey Diaz,1-Feb-18
#1071,"Steven Crowder, NotGay Jared",31-Jan-18
#1070,Jordan Peterson,30-Jan-18
#1069,Ben Greenfield,29-Jan-18
#1068,Michael Shermer,24-Jan-18
MMA Show #13,"Rose Namajunas, Pat Barry",24-Jan-18
#1067,Whitney Cummings,24-Jan-18
MMA Show #12,Ben Askren,22-Jan-18
#1066,"Mel Gibson, Dr. Neil Riordan",18-Jan-18
#1065,Danica Patrick,16-Jan-18
#1064,"Eddie Huang, Jessica Rosenworcel",15-Jan-18
MMA Show #11,John Danaher,15-Jan-18
Fight Companion,"Eddie Bravo, Bryan Callen, Jimmy Smith",14-Jan-18
#1063,Tom Segura,12-Jan-18
MMA Show #10,Tyron Woodley,12-Jan-18
#1062,"Dan Harris, Jeff Warren",10-Jan-18
#1061,Tom Papa,9-Jan-18
#1060,Remi Warren,5-Jan-18
MMA Show #9,Jeff Novitzky,3-Jan-18
MMA Show #8,Jimmy Smith,3-Jan-18
#1059,Brian Redban,3-Jan-18
#1058,Nina Teicholz,29-Dec-17
#1057,Eddie Pepitone,28-Dec-17
#1056,"Dr. Mark Gordon, Andrew Marr",27-Dec-17
MMA Show #7,"Brendan Schaub, Bryan Callen",27-Dec-17
MMA Show #6,Eddie Bravo,20-Dec-17
#1055,Bret Weinstein,20-Dec-17
#1054,Dr. Rhonda Patrick,18-Dec-17
#1053,Neal Brennan,14-Dec-17
MMA Show #5,Stipe Miocic,13-Dec-17
#1052,Mick West,12-Dec-17
#1051,"Duncan Trussell, Christopher Ryan",12-Dec-17
#1050,Dr. Shawn Baker,8-Dec-17
#1049,Chris Stapleton,7-Dec-17
MMA Show #4,Justin Wren,7-Dec-17
#1048,Doug Stanhope,6-Dec-17
#1047,Andy Stumpf,5-Dec-17
MMA Show #3,Brendan Schaub,30-Nov-17
#1046,Owen Smith,30-Nov-17
#1045,Bryan Callen,29-Nov-17
#1044,C.T. Fletcher,29-Nov-17
#1043,Brian Redban,27-Nov-17
MMA Show #2,,25-Nov-17
#1042,"Krystyna Hutchinson, Corinne Fisher",21-Nov-17
MMA Show #1,,17-Nov-17
#1041,Dan Carlin,17-Nov-17
#1040,Brian Regan,15-Nov-17
#1039,Iliza Shlesinger,14-Nov-17
#1038,Billy Corgan,10-Nov-17
#1037,Chris Kresser,8-Nov-17
#1036,"Ari Shaffir, Bert Kreischer, Tom Segura",8-Nov-17
#1035,Paul Stamets,8-Nov-17
UFC 217 Recap,Brendan Schaub,7-Nov-17
#1034,Sebastian Junger,7-Nov-17
#1033,Owen Benjamin,2-Nov-17
#1032,Colin Moriarty,31-Oct-17
#1031,Jamie Kilstein,30-Oct-17
#1030,Joey Diaz,27-Oct-17
#1029,Tom DeLonge,27-Oct-17
#1028,Adam Greentree,26-Oct-17
#1027,Courtney Dauwalter,24-Oct-17
#1026,Brian Redban,24-Oct-17
Fight Companion,"Eddie Bravo, Brendan Schaub",21-Oct-17
#1025,Greg Fitzsimmons,19-Oct-17
#1024,Bert Kreischer,13-Oct-17
#1023,Christina Pazsitzky,12-Oct-17
#1022,Eric Weinstein,11-Oct-17
#1021,Russell Brand,6-Oct-17
#1020,Amy Alkon,6-Oct-17
#1019,Bryan Fogel,4-Oct-17
#1018,Alonzo Bodden,3-Oct-17
#1017,Jim Norton,29-Sep-17
#1016,Whitney Cummings,28-Sep-17
#1015,Reggie Watts,26-Sep-17
#1014,Dave Smith,25-Sep-17
#1013,Cameron Hanes,22-Sep-17
Fight Companion,"Eddie Bravo, Jim Norton",16-Sep-17
#1012,Brendan Schaub,15-Sep-17
#1011,Tom Papa,14-Sep-17
#1010,Brian Redban,8-Sep-17
#1009,James Damore,6-Sep-17
#1008,"Cody Garbrandt, Urijah Faber",5-Sep-17
#1007,"Ari Shaffir, Bert Kreischer, Tom Segura",5-Sep-17
Fight Companion,Brendan Schaub,2-Sep-17
#1006,"Jordan Peterson, Bret Weinstein",1-Sep-17
#1005,Hannibal Buress,31-Aug-17
#1004,W. Kamau Bell,29-Aug-17
Mayweather vs. McGregor Recap,Brendan Schaub,29-Aug-17
#1003,Sean Carroll,24-Aug-17
#1002,Peter Schiff,24-Aug-17
#1001,Mike Baker,22-Aug-17
#1000,"Joey Diaz, Tom Segura",18-Aug-17
#999,Tom Bilyeu,17-Aug-17
Fight Breakdown,Brendan Schaub,17-Aug-17
#998,Owen Benjamin,16-Aug-17
#997,Pauly Shore,10-Aug-17
#996,Dr. Andy Galpin,10-Aug-17
#995,Jon Ronson,8-Aug-17
#994,Dom D’Agostino,7-Aug-17
#993,Ben Shapiro,3-Aug-17
#992,Ian Edwards,2-Aug-17
#991,Eddie Bravo,1-Aug-17
#990,Jamie Foxx,27-Jul-17
#989,Dorian Yates,27-Jul-17
#988,Nick Swardson,26-Jul-17
Ari & Joe Go On A Hike,Ari Shaffir,18-Jul-17
#987,Ben O’Brien,14-Jul-17
#986,Maynard James Keenan,13-Jul-17
#985,Gad Saad,11-Jul-17
#984,Yvette d’Entremont,6-Jul-17
#983,"Natasha Leggero, Moshe Kasher",5-Jul-17
#982,"Honeyhoney: Suzanne Santo, Benjamin Jaffe",4-Jul-17
#981,Josh Barnett,29-Jun-17
#980,Chris D’Elia,27-Jun-17
#979,Sargon of Akkad,26-Jun-17
#978,Judd Apatow,22-Jun-17
#977,"Jeff Evans, Bud Brutsman",22-Jun-17
#976,Morgan Murphy,19-Jun-17
Podcast In Paradise,"Ben O’Brien, John Dudley, Sam Soholt, Shane Dorian",17-Jun-17
#975,Sebastian Junger,9-Jun-17
#974,Megan Phelps-Roper,9-Jun-17
#973,Wheeler Walker Jr.,9-Jun-17
#972,Ari Shaffir,7-Jun-17
#971,Steven Rinella,6-Jun-17
Fight Companion,"Eddie Bravo, Brendan Schaub, Bryan Callen",3-Jun-17
#970,Bret Weinstein,3-Jun-17
#969,Andrew Santino,2-Jun-17
#968,Kelly Brogan,1-Jun-17
#967,Bill Burr,30-May-17
Fight Companion,"Brendan Schaub, Bryan Callen",28-May-17
#966,Tom Papa,27-May-17
#965,Robert Sapolsky,26-May-17
#964,Everlast,25-May-17
#963,Michael Malice,24-May-17
#962,Jocko Willink,19-May-17
#961,"Graham Hancock, Randall Carlson, Michael Shermer",17-May-17
Podcast On A Plane,Tony Hinchcliffe,16-May-17
#960,Steve-O,16-May-17
#959,Mick West,10-May-17
#958,Jordan Peterson,10-May-17
#957,Cameron Hanes,10-May-17
#956,Guy Ritchie,5-May-17
#955,Al Madrigal,4-May-17
#954,Justin Brown,3-May-17
#953,Shirley Manson,2-May-17
#952,Thaddeus Russell,28-Apr-17
#951,Dan Doty,26-Apr-17
#950,Abby Martin,26-Apr-17
#949,Josh Zepps,20-Apr-17
#948,"Brendan Schaub, Eddie Bravo",19-Apr-17
#947,Ron Miscavige,19-Apr-17
#946,Dennis McKenna,17-Apr-17
#945,Dr. Roddy McGee,13-Apr-17
#944,"Scott Eastwood, Cameron Hanes",11-Apr-17
#943,Moshe Kasher,10-Apr-17
#942,Dan Flores,6-Apr-17
#941,Greg Fitzsimmons,5-Apr-17
#940,"Sam Harris, Dan Harris",5-Apr-17
#939,Chris Cage,3-Apr-17
#938,Lawrence Krauss,28-Mar-17
#937,Justin Wren,25-Mar-17
#936,Colin Moriarty,25-Mar-17
#935,Robb Wolf,24-Mar-17
#934,John Dudley,22-Mar-17
#933,Julie Kedzie,16-Mar-17
#932,TJ Kirk,16-Mar-17
#931,Jim Norton,15-Mar-17
#930,Will MacAskill,14-Mar-17
Fight Companion,"Eddie Bravo, Brendan Schaub, Bryan Callen",12-Mar-17
#929,Dan Peña,11-Mar-17
#928,Arian Foster,9-Mar-17
#927,Tom Papa,8-Mar-17
#926,"Joey Diaz, Alberto Gallazzi",6-Mar-17
#925,Theo Von,1-Mar-17
#924,Rory Albanese,1-Mar-17
#923,Whitney Cummings,27-Feb-17
#922,Philip DeFranco,24-Feb-17
#921,Dominick Cruz,24-Feb-17
#920,Gavin McInnes,23-Feb-17
#919,Neil deGrasse Tyson,22-Feb-17
Fight Companion,"Eddie Bravo, Ian McCall",19-Feb-17
#918,Frank Castillo,17-Feb-17
#917,Steven Crowder,16-Feb-17
#916,"Eddie Bravo, Brendan Schaub, Bryan Callen",15-Feb-17
#915,Nick DiPaolo,13-Feb-17
